Data Size (bits),Deadline (s),CPU Cycles
1224,0.004077124612304519,50490
824,0.004758157537460261,33990
1416,0.0032022715324236447,58410
2616,0.004521027237778601,107910
864,0.003763008171400254,35640
2528,0.004004013786009134,104280
2856,0.00323750036732594,117810
2120,0.004343387144269496,87450
2624,0.0035654794315398883,108240
2144,0.0049434775442687,88440
3104,0.0034856354821857153,128040
3032,0.0031045669448031003,125070
1608,0.0034143307894554296,66330
1384,0.003939062380313464,57090
2728,0.004447306387226748,112530
2480,0.003707706760465011,102300
2312,0.0031833740683348483,95370
1888,0.0035865432412978387,77880
2328,0.0035982977919253793,96030
3200,0.004089313639585915,132000
1872,0.004662361962046252,77220
2728,0.004327297837426064,112530
2312,0.00384966143550746,95370
864,0.004068663788986816,35640
2080,0.0039529367121027064,85800
2608,0.003175101744563452,107580
1016,0.004518550618642384,41910
2880,0.0038335841125315307,118800
2088,0.004303810923429069,86130
2952,0.004427760773563586,121770
2504,0.00479320813943494,103290
2288,0.0033286852609472136,94380
2032,0.0034049340697868673,83820
2432,0.004584259693358564,100320
1608,0.004733234202341737,66330
928,0.00416473413484514,38280
2384,0.003828972115318868,98340
2120,0.003810030306739697,87450
2912,0.0034540592130756814,120120
2176,0.004244634839266786,89760
2824,0.004049337202687867,116490
1088,0.004454161569284898,44880
2464,0.0043263680368370505,101640
2600,0.0030932321742046117,107250
1512,0.003033343179518938,62370
1160,0.0048508369144913965,47850
2376,0.003951060441652033,98010
1096,0.004223085029787308,45210
2368,0.00487131936016291,97680
2208,0.0038247598536710428,91080
1400,0.004492485660001174,57750
2992,0.004373163977662196,123420
1320,0.0034863864499390987,54450
1856,0.004780304128520935,76560
1448,0.003546727012966725,59730
3184,0.0038632182717015648,131340
824,0.0030152892801208167,33990
1280,0.004423757302394511,52800
1792,0.003423490611446724,73920
2360,0.003103613102376133,97350
