Data Size (bits),Deadline (s),CPU Cycles
2784,0.004759036306734929,114840
2096,0.004707288644885881,86460
816,0.003557885275574779,33660
1752,0.004912942130332935,72270
2224,0.004825676427080851,91740
1632,0.0033074709849754856,67320
1880,0.004777698609827429,77550
2664,0.0033784426946582694,109890
2848,0.003464877380528104,117480
3176,0.004736882746948407,131010
2632,0.004248109151925808,108570
1688,0.0039009236097047417,69630
1600,0.0036427320753043436,66000
2200,0.004183541751121656,90750
952,0.003489277340119673,39270
2456,0.004253374611433632,101310
832,0.004832111475936514,34320
904,0.0037140233219555203,37290
992,0.003986561770631385,40920
2376,0.004064565776401394,98010
1816,0.0032201680614912195,74910
2920,0.0049963938638081466,120450
2696,0.004981776169004396,111210
1184,0.0030635444016188585,48840
1040,0.0035495705436404674,42900
2576,0.004337456410447797,106260
2952,0.003249559500647259,121770
1424,0.004631044415565846,58740
2256,0.004455668355375665,93060
3048,0.004091662776218782,125730
2080,0.003624354469996614,85800
1248,0.00420658652649621,51480
952,0.003292503048113664,39270
1528,0.004700558283206103,63030
1176,0.003064351519314458,48510
800,0.0036534416240429062,33000
3056,0.00442108574703011,126060
1088,0.0041396195812990495,44880
1664,0.0033332646181645693,68640
2192,0.003296074135518226,90420
912,0.004804871264488314,37620
1672,0.0033324655378838995,68970
2672,0.004404160396725447,110220
2832,0.004389417615976108,116820
904,0.003338499836046995,37290
2552,0.0031863046323758423,105270
1856,0.004516676454787484,76560
2976,0.0037805426495323377,122760
1832,0.00497570623954857,75570
1416,0.004170581821533324,58410
2360,0.00344680159446506,97350
1568,0.004566501927143515,64680
1552,0.0033584900608407938,64020
2632,0.004692951912186917,108570
1648,0.004382191740027788,67980
2928,0.0036183662798109674,120780
2232,0.0031963333346821214,92070
1936,0.0035824673425809057,79860
2992,0.00321954849368944,123420
2824,0.004709073569917691,116490
1480,0.0030829473470020017,61050
2888,0.0033465379147983895,119130
1608,0.004809997320584454,66330
920,0.004988130300818735,37950
3136,0.0033426575563865277,129360
1496,0.0035234191674154993,61710
1504,0.004012764823691726,62040
2696,0.0030815325605661747,111210
2536,0.004759596890457256,104610
1592,0.003037871203181345,65670
1296,0.004496891124680427,53460
872,0.003774009868254218,35970
2224,0.0041528645670340664,91740
3008,0.00467253799617892,124080
1240,0.0032163123735977506,51150
1784,0.004369435900244369,73590
1600,0.004327203989235405,66000
1168,0.004404577548062937,48180
2192,0.004921257443165423,90420
1232,0.003029387442309378,50820
1488,0.00454472742045771,61380
1544,0.0030156160223422527,63690
2400,0.00463823878008021,99000
2936,0.004152782890454821,121110
2144,0.004431289326513472,88440
2104,0.003998972719795329,86790
1672,0.003635591396491095,68970
2216,0.00305163130053338,91410
1592,0.0042076211108614415,65670
1448,0.00440869486910323,59730
2288,0.004938383945675346,94380
2912,0.0033722793394911034,120120
1768,0.003083989867333956,72930
2632,0.003238983653926379,108570
1912,0.0033720765718824497,78870
3168,0.0037811062244011095,130680
2000,0.003213211733456032,82500
1408,0.003228695841701834,58080
1824,0.0033420411650134656,75240
2928,0.003021676106309218,120780
920,0.003929911120092975,37950
1536,0.0036236477353143413,63360
1448,0.004218463407235196,59730
1856,0.003850028451260541,76560
3096,0.003270809264113547,127710
2512,0.0033364880007850438,103620
808,0.004950340355002826,33330
984,0.004676976248857321,40590
2536,0.0033799874517810784,104610
1768,0.004139280302258229,72930
2608,0.004009034978729819,107580
1680,0.0035688133822489917,69300
1504,0.0030517480581280327,62040
1920,0.0030841601207008402,79200
1008,0.0030347099155487492,41580
1080,0.00497122772346836,44550
2840,0.004571116765834042,117150
1640,0.004150107261205672,67650
1432,0.004382693603316232,59070
3120,0.004227276462484323,128700
1384,0.004011811005209455,57090
2072,0.003641001901893341,85470
2384,0.004360652210883683,98340
976,0.004929105311072691,40260
1352,0.00420127858022843,55770
1776,0.003215349486207576,73260
1728,0.0034355701917977636,71280
2240,0.003734012715265027,92400
2752,0.004092890017366967,113520
2320,0.004931451592499043,95700
2280,0.0041377100681420816,94050
2960,0.004184745628014044,122100
1128,0.004295976001514315,46530
1720,0.003573613305316403,70950
2648,0.004094788225198279,109230
1608,0.004466920291073784,66330
2688,0.004871410234353976,110880
1440,0.0033569193422860024,59400
2088,0.004458683227467873,86130
1408,0.003312080338552695,58080
2160,0.003889543599642125,89100
1784,0.0035934380697227163,73590
1816,0.003755674181138643,74910
1008,0.0047032064066120675,41580
2384,0.004429647697103485,98340
1320,0.004447188079485583,54450
2784,0.004460375336236897,114840
2024,0.004864398729363698,83490
1288,0.003552700830654307,53130
872,0.00371536810146919,35970
